Process,Total_mean,Total_std,Total_min,Total_max
Die Cutting Film,116.48924156359092,42.13374065045513,35.7756122782302,260.2198233477929
Fin Stack Assembly,186.94554256144426,37.298037183134866,99.67320801038619,301.5061379825577
Gluing,10.614021766231335,1.346207649955642,6.903278383784961,15.939283100444987
Injection Molding Endcap,4.560699845617795,0.23944279905188898,3.8358973003423453,5.509355300384962
Injection Molding Header,24.349524210937478,1.136795627916036,20.99182258203024,28.03889874972142
Injection Molding Plate,150.40756914767812,10.452902340895823,118.78366552383551,201.15433932145837
Module Assembly,11.247532643076006,2.2440272444692853,5.996814074175926,18.140042723575483
Rack Assembly,2.9555236312138766,0.5122974125581511,1.7906678708782495,4.248609121407987
Total,507.5696553697898,61.183520970431445,353.4172712764516,752.1909786745131
